Match_ID,Country,Season,Div,League,Date,Time,Round,Home,Away,Home_Score,Away_Score,Min_Goals_Home,Min_Goals_Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2,Bookie_CS_0_0,CS_0_0,Bookie_CS_1_0,CS_1_0,Bookie_CS_0_1,CS_0_1,Bookie_CS_1_1,CS_1_1,Bookie_CS_2_0,CS_2_0,Bookie_CS_0_2,CS_0_2,Bookie_CS_2_1,CS_2_1,Bookie_CS_1_2,CS_1_2,Bookie_CS_2_2,CS_2_2,Bookie_CS_3_0,CS_3_0,Bookie_CS_0_3,CS_0_3,Bookie_CS_3_1,CS_3_1,Bookie_CS_1_3,CS_1_3,Bookie_CS_3_2,CS_3_2,Bookie_CS_2_3,CS_2_3,Bookie_AH_neg_2_5,AH_Home_neg_2_5,AH_Away_neg_2_5,Bookie_AH_neg_2,AH_Home_neg_2,AH_Away_neg_2,Bookie_AH_neg_1_5,AH_Home_neg_1_5,AH_Away_neg_1_5,Bookie_AH_neg_1,AH_Home_neg_1,AH_Away_neg_1,Bookie_AH_neg_0_5,AH_Home_neg_0_5,AH_Away_neg_0_5,Bookie_AH_pos_0_5,AH_Home_pos_0_5,AH_Away_pos_0_5,Bookie_AH_pos_1,AH_Home_pos_1,AH_Away_pos_1,Bookie_AH_pos_1_5,AH_Home_pos_1_5,AH_Away_pos_1_5,Bookie_AH_pos_2,AH_Home_pos_2,AH_Away_pos_2,Bookie_AH_pos_2_5,AH_Home_pos_2_5,AH_Away_pos_2_5,Bookie_EH_neg_3,EH_Home_neg_3,EH_Draw_neg_3,EH_Away_neg_3,Bookie_EH_neg_2,EH_Home_neg_2,EH_Draw_neg_2,EH_Away_neg_2,Bookie_EH_neg_1,EH_Home_neg_1,EH_Draw_neg_1,EH_Away_neg_1,Bookie_EH_1,EH_Home_1,EH_Draw_1,EH_Away_1,Bookie_EH_2,EH_Home_2,EH_Draw_2,EH_Away_2,Bookie_EH_3,EH_Home_3,EH_Draw_3,EH_Away_3,xG_Home_FT,xG_Away_FT,xGOT_Home_FT,xGOT_Away_FT,xA_Home_FT,xA_Away_FT,xGOT_Faced_Home_FT,xGOT_Faced_Away_FT,Goals_Prevented_Home_FT,Goals_Prevented_Away_FT,Possession_Home_FT,Possession_Away_FT,Passes_Pct_Home_FT,Passes_Pct_Away_FT,Long_Passes_Pct_Home_FT,Long_Passes_Pct_Away_FT,Passes_Final_Third_Pct_Home_FT,Passes_Final_Third_Pct_Away_FT,Through_Passes_Home_FT,Through_Passes_Away_FT,Crosses_Pct_Home_FT,Crosses_Pct_Away_FT,Total_Shots_Home_FT,Total_Shots_Away_FT,Shots_On_Target_Home_FT,Shots_On_Target_Away_FT,Shots_Off_Target_Home_FT,Shots_Off_Target_Away_FT,Blocked_Shots_Home_FT,Blocked_Shots_Away_FT,Shots_Inside_Box_Home_FT,Shots_Inside_Box_Away_FT,Shots_Outside_Box_Home_FT,Shots_Outside_Box_Away_FT,Big_Chances_Home_FT,Big_Chances_Away_FT,Hit_Woodwork_Home_FT,Hit_Woodwork_Away_FT,Touches_Box_Home_FT,Touches_Box_Away_FT,Corners_Home_FT,Corners_Away_FT,Free_Kicks_Home_FT,Free_Kicks_Away_FT,Throw_Ins_Home_FT,Throw_Ins_Away_FT,Fouls_Home_FT,Fouls_Away_FT,Yellow_Cards_Home_FT,Yellow_Cards_Away_FT,Red_Cards_Home_FT,Red_Cards_Away_FT,Offsides_Home_FT,Offsides_Away_FT,Goalkeeper_Saves_Home_FT,Goalkeeper_Saves_Away_FT,Tackles_Pct_Home_FT,Tackles_Pct_Away_FT,Duels_Won_Home_FT,Duels_Won_Away_FT,Clearances_Home_FT,Clearances_Away_FT,Interceptions_Home_FT,Interceptions_Away_FT,Errors_Shot_Home_FT,Errors_Shot_Away_FT,Errors_Goal_Home_FT,Errors_Goal_Away_FT,xG_Home_HT,xG_Away_HT,xGOT_Home_HT,xGOT_Away_HT,xA_Home_HT,xA_Away_HT,Possession_Home_HT,Possession_Away_HT,Total_Shots_Home_HT,Total_Shots_Away_HT,Shots_On_Target_Home_HT,Shots_On_Target_Away_HT,Shots_Off_Target_Home_HT,Shots_Off_Target_Away_HT,Big_Chances_Home_HT,Big_Chances_Away_HT,Corners_Home_HT,Corners_Away_HT,Yellow_Cards_Home_HT,Yellow_Cards_Away_HT,Fouls_Home_HT,Fouls_Away_HT,Offsides_Home_HT,Offsides_Away_HT,Goalkeeper_Saves_Home_HT,Goalkeeper_Saves_Away_HT,xG_Home_2T,xG_Away_2T,xGOT_Home_2T,xGOT_Away_2T,xA_Home_2T,xA_Away_2T,Possession_Home_2T,Possession_Away_2T,Total_Shots_Home_2T,Total_Shots_Away_2T,Shots_On_Target_Home_2T,Shots_On_Target_Away_2T,Shots_Off_Target_Home_2T,Shots_Off_Target_Away_2T,Big_Chances_Home_2T,Big_Chances_Away_2T,Corners_Home_2T,Corners_Away_2T,Yellow_Cards_Home_2T,Yellow_Cards_Away_2T,Red_Cards_Home_2T,Red_Cards_Away_2T,Fouls_Home_2T,Fouls_Away_2T,Offsides_Home_2T,Offsides_Away_2T,Goalkeeper_Saves_Home_2T,Goalkeeper_Saves_Away_2T
v7Qfb3c6,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,03/05/2026,12:15,Round 21,Viettel,Phu Dong Ninh Binh,1,1,[30],[52],1xBet,2.63,2.21,3.61,1xBet,2.18,3.33,3.22,1xBet,1.36,3.0,1xBet,2.65,1.45,1xBet,6.23,1.1,1xBet,1.02,11.0,1xBet,1.25,3.75,1xBet,1.97,1.83,1xBet,2.97,1.37,1xBet,5.54,1.13,1xBet,1.68,2.11,1xBet,1.33,1.31,1.65,1xBet,11.0,1xBet,8.0,1xBet,11.0,1xBet,6.5,1xBet,10.0,1xBet,17.0,1xBet,9.0,1xBet,12.0,1xBet,12.0,1xBet,19.0,1xBet,34.0,1xBet,17.0,1xBet,23.0,1xBet,23.0,1xBet,29.0,1xBet,8.22,1.06,1xBet,7.95,1.08,1xBet,3.85,1.26,1xBet,3.06,1.38,,0.0,0.0,,0.0,0.0,1xBet,1.15,5.47,1xBet,1.11,6.59,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.45,0.55,,,,,,,,,,,9.0,9.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,1.0,5.0,,,,,,,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.56,0.44,7.0,6.0,4.0,4.0,3.0,2.0,,,1.0,0.0,0.0,2.0,,,,,,,,,,,,,0.34,0.66,2.0,3.0,0.0,1.0,2.0,2.0,,,0.0,5.0,1.0,1.0,,,,,,,,
WtNn0PSg,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,03/05/2026,11:00,Round 21,Song Lam Nghe An,Gia Lai,0,1,[],[59],1xBet,2.73,2.03,3.96,1xBet,2.14,3.13,3.54,1xBet,1.05,9.0,1xBet,1.29,3.4,1xBet,2.11,1.73,1xBet,1.05,9.0,1xBet,1.29,3.4,1xBet,2.11,1.73,1xBet,3.43,1.29,1xBet,6.23,1.1,1xBet,1.82,1.93,1xBet,1.28,1.34,1.67,1xBet,9.0,1xBet,7.5,1xBet,10.0,1xBet,6.0,1xBet,9.5,1xBet,17.0,1xBet,9.0,1xBet,12.0,1xBet,13.0,1xBet,17.0,1xBet,34.0,1xBet,17.0,1xBet,26.0,1xBet,29.0,1xBet,34.0,1xBet,7.9,1.02,1xBet,8.21,1.08,1xBet,3.82,1.26,1xBet,2.98,1.39,,0.0,0.0,,0.0,0.0,1xBet,1.1,6.94,1xBet,1.08,8.31,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.57,0.43,,,,,,,,,,,5.0,4.0,0.0,2.0,5.0,2.0,,,,,,,,,,,,,8.0,4.0,,,,,,,2.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.56,0.44,3.0,0.0,0.0,0.0,3.0,0.0,,,3.0,0.0,2.0,0.0,,,,,,,,,,,,,0.58,0.42,2.0,4.0,0.0,2.0,2.0,2.0,,,5.0,4.0,0.0,4.0,1.0,0.0,,,,,,
Y9qQaeHD,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,02/05/2026,11:00,Round 21,Binh Duong,Thanh Hoa,1,1,[11],[16],1xBet,2.49,2.37,3.49,1xBet,2.09,3.55,3.24,1xBet,1.28,3.5,1xBet,2.41,1.57,1xBet,5.14,1.14,1xBet,1.02,12.9,1xBet,1.18,4.5,1xBet,1.6,2.25,1xBet,2.4,1.54,1xBet,4.23,1.2,1xBet,1.5,2.5,1xBet,1.32,1.28,1.7,1xBet,17.0,1xBet,10.0,1xBet,13.0,1xBet,7.0,1xBet,12.0,1xBet,19.0,1xBet,9.0,1xBet,12.0,1xBet,11.0,1xBet,19.0,1xBet,34.0,1xBet,15.0,1xBet,21.0,1xBet,21.0,1xBet,26.0,1xBet,8.14,1.08,1xBet,7.06,1.1,1xBet,3.65,1.29,1xBet,2.94,1.41,,0.0,0.0,,0.0,0.0,1xBet,1.18,4.99,1xBet,1.13,5.98,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.68,0.32,,,,,,,,,,,15.0,8.0,5.0,1.0,10.0,7.0,,,,,,,,,,,,,10.0,4.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.37,6.0,4.0,2.0,1.0,4.0,3.0,,,4.0,3.0,,,,,,,,,,,,,,,0.73,0.27,9.0,4.0,3.0,0.0,6.0,4.0,,,6.0,1.0,1.0,3.0,,,,,,,,
SpY877zK,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,02/05/2026,11:00,Round 21,Hai Phong,Cong An Ha Noi,0,2,[],"[32, 47]",1xBet,5.0,2.5,1.95,1xBet,5.22,4.18,1.57,1xBet,1.25,3.75,1xBet,2.21,1.67,1xBet,4.47,1.18,1xBet,1.02,14.9,1xBet,1.15,5.0,1xBet,1.45,2.63,1xBet,2.13,1.67,1xBet,3.71,1.25,1xBet,1.59,2.28,1xBet,2.33,1.21,1.14,1xBet,17.0,1xBet,21.0,1xBet,10.0,1xBet,8.5,1xBet,29.0,1xBet,9.0,1xBet,17.0,1xBet,8.5,1xBet,13.0,1xBet,51.0,1xBet,12.0,1xBet,34.0,1xBet,11.0,1xBet,34.0,1xBet,19.0,,0.0,0.0,,0.0,0.0,1xBet,8.7,1.02,1xBet,7.9,1.04,,0.0,0.0,,0.0,0.0,1xBet,1.98,1.83,1xBet,1.59,2.27,1xBet,1.36,3.15,1xBet,1.26,3.84,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.55,0.45,,,,,,,,,,,9.0,10.0,3.0,6.0,6.0,4.0,,,,,,,,,,,,,5.0,2.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.44,3.0,5.0,1.0,3.0,2.0,2.0,,,4.0,2.0,,,,,,,,,,,,,,,0.54,0.46,6.0,5.0,2.0,3.0,4.0,2.0,,,1.0,0.0,0.0,1.0,,,,,,,,
bTOv2obs,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,02/05/2026,11:00,Round 21,PVF-CAND,Hong Linh Ha Tinh,0,0,[],[],1xBet,3.12,2.01,3.42,1xBet,2.51,3.03,2.93,1xBet,1.06,8.0,1xBet,1.42,2.75,1xBet,2.22,1.62,1xBet,1.06,8.0,1xBet,1.42,2.75,1xBet,2.22,1.62,1xBet,3.98,1.22,1xBet,7.36,1.07,1xBet,1.93,1.82,1xBet,1.38,1.36,1.5,1xBet,8.0,1xBet,7.0,1xBet,8.0,1xBet,6.0,1xBet,11.0,1xBet,13.0,1xBet,10.0,1xBet,11.0,1xBet,15.0,1xBet,23.0,1xBet,26.0,1xBet,21.0,1xBet,23.0,1xBet,34.0,1xBet,34.0,1xBet,10.0,1.01,1xBet,10.4,1.03,1xBet,5.1,1.17,1xBet,4.04,1.24,,0.0,0.0,,0.0,0.0,1xBet,1.17,5.1,1xBet,1.12,6.31,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.5,0.5,,,,,,,,,,,9.0,9.0,4.0,2.0,5.0,7.0,,,,,,,,,,,,,5.0,6.0,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.55,5.0,4.0,2.0,1.0,3.0,3.0,,,3.0,4.0,0.0,2.0,,,,,,,,,,,,,0.55,0.45,4.0,5.0,2.0,1.0,2.0,4.0,,,2.0,2.0,0.0,1.0,,,,,,,,
0doI1Hn1,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,01/05/2026,12:15,Round 21,Hanoi FC,Da Nang,2,1,"[3, 45]",[21],1xBet,1.7,2.71,6.41,1xBet,1.33,5.45,7.46,1xBet,1.22,4.0,1xBet,2.11,1.73,1xBet,4.23,1.2,1xBet,1.02,15.0,1xBet,1.13,5.5,1xBet,1.42,2.75,1xBet,2.11,1.73,1xBet,3.33,1.3,1xBet,1.68,2.11,1xBet,1.08,1.14,3.17,1xBet,21.0,1xBet,10.0,1xBet,26.0,1xBet,10.0,1xBet,8.0,1xBet,41.0,1xBet,8.5,1xBet,21.0,1xBet,17.0,1xBet,9.5,1xBet,81.0,1xBet,10.0,1xBet,41.0,1xBet,19.0,1xBet,41.0,1xBet,3.02,1.39,1xBet,2.43,1.52,1xBet,1.9,1.9,1xBet,1.49,2.5,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.65,0.35,,,,,,,,,,,14.0,8.0,5.0,5.0,9.0,3.0,,,,,,,,,,,,,4.0,1.0,,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.61,0.39,7.0,4.0,4.0,2.0,3.0,2.0,,,2.0,1.0,3.0,0.0,,,,,,,,,,,,,0.68,0.32,7.0,4.0,1.0,3.0,6.0,1.0,,,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,
jPlAgZCU,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,01/05/2026,11:00,Round 21,Nam Dinh,Ho Chi Minh,2,0,"[53, 82]",[],1xBet,1.95,2.4,5.5,1xBet,1.54,4.14,5.69,1xBet,1.28,3.5,1xBet,2.4,1.54,1xBet,5.14,1.14,1xBet,1.02,12.3,1xBet,1.18,4.5,1xBet,1.63,2.2,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.74,2.02,1xBet,1.13,1.22,2.41,1xBet,15.0,1xBet,8.0,1xBet,17.0,1xBet,8.0,1xBet,8.0,1xBet,29.0,1xBet,8.5,1xBet,17.0,1xBet,15.0,1xBet,11.0,1xBet,51.0,1xBet,11.0,1xBet,41.0,1xBet,21.0,1xBet,41.0,1xBet,4.09,1.24,1xBet,3.34,1.33,1xBet,2.27,1.59,1xBet,1.81,2.01,,0.0,0.0,,0.0,0.0,1xBet,1.03,8.5,1xBet,1.01,9.4,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.58,0.42,,,,,,,,,,,10.0,8.0,7.0,3.0,3.0,5.0,,,,,,,,,,,,,3.0,3.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.47,3.0,2.0,2.0,1.0,1.0,1.0,,,2.0,1.0,0.0,1.0,,,,,,,,,,,,,0.63,0.37,7.0,6.0,5.0,2.0,2.0,4.0,,,1.0,2.0,0.0,1.0,,,,,,,,
8xgf23e2,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,26/04/2026,12:15,Round 20,Cong An Ha Noi,Song Lam Nghe An,4,2,"[19, 34, 37, 56]","[48, 84]",1xBet,1.56,2.85,8.43,1xBet,1.18,7.56,10.8,1xBet,1.22,4.0,1xBet,2.21,1.67,1xBet,4.23,1.2,1xBet,1.02,16.5,1xBet,1.15,5.0,1xBet,1.45,2.63,1xBet,2.13,1.67,1xBet,3.43,1.29,1xBet,1.99,1.69,1xBet,1.03,1.07,4.47,1xBet,21.0,1xBet,8.0,1xBet,23.0,1xBet,13.0,1xBet,6.5,1xBet,41.0,1xBet,9.0,1xBet,26.0,1xBet,26.0,1xBet,7.0,1xBet,101.0,1xBet,11.0,1xBet,51.0,1xBet,26.0,1xBet,51.0,1xBet,2.43,1.52,1xBet,2.01,1.81,1xBet,1.62,2.22,1xBet,1.31,3.43,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.54,0.46,,,,,,,,,,,14.0,9.0,8.0,5.0,6.0,4.0,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.35,7.0,4.0,4.0,2.0,3.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,0.43,0.57,7.0,5.0,4.0,3.0,3.0,2.0,,,2.0,4.0,,,,,,,,,,
Mmiv9afR,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,26/04/2026,11:00,Round 20,Da Nang,Viettel,3,3,"[1, 45, 93]","[22, 32, 74]",1xBet,4.52,2.11,2.41,1xBet,4.08,3.4,1.89,1xBet,1.45,2.63,1xBet,2.97,1.37,1xBet,6.84,1.09,1xBet,1.05,9.0,1xBet,1.31,3.25,1xBet,2.11,1.73,1xBet,3.71,1.25,1xBet,6.84,1.09,1xBet,1.93,1.82,1xBet,1.86,1.3,1.22,1xBet,9.0,1xBet,10.0,1xBet,6.5,1xBet,6.5,1xBet,19.0,1xBet,8.0,1xBet,13.0,1xBet,8.5,1xBet,17.0,1xBet,41.0,1xBet,15.0,1xBet,34.0,1xBet,15.0,1xBet,41.0,1xBet,29.0,,0.0,0.0,,0.0,0.0,1xBet,8.95,1.05,1xBet,7.55,1.07,,0.0,0.0,,0.0,0.0,1xBet,1.52,2.54,1xBet,1.36,3.17,1xBet,1.13,6.11,1xBet,1.1,7.25,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.47,0.53,,,,,,,,,,,7.0,16.0,3.0,8.0,4.0,8.0,,,,,,,,,,,,,1.0,7.0,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.53,5.0,8.0,2.0,5.0,3.0,3.0,,,0.0,3.0,,,,,,,,,,,,,,,0.47,0.53,2.0,8.0,1.0,3.0,1.0,5.0,,,1.0,4.0,5.0,2.0,,,,,,,,
hWsA3wIl,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,26/04/2026,11:00,Round 20,Hong Linh Ha Tinh,Ho Chi Minh,0,1,[],[12],1xBet,2.67,2.04,4.07,1xBet,2.04,3.13,3.86,1xBet,1.45,2.63,1xBet,3.13,1.34,1xBet,7.36,1.07,1xBet,1.06,8.0,1xBet,1.36,3.0,1xBet,2.22,1.62,1xBet,3.98,1.22,1xBet,7.36,1.07,1xBet,1.93,1.82,1xBet,1.24,1.34,1.74,1xBet,8.0,1xBet,6.5,1xBet,9.5,1xBet,6.0,1xBet,8.5,1xBet,17.0,1xBet,9.0,1xBet,13.0,1xBet,15.0,1xBet,17.0,1xBet,41.0,1xBet,17.0,1xBet,34.0,1xBet,29.0,1xBet,41.0,1xBet,8.95,1.05,1xBet,7.61,1.09,1xBet,3.61,1.29,1xBet,2.86,1.39,,0.0,0.0,,0.0,0.0,1xBet,1.07,8.35,1xBet,1.05,8.95,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.53,0.47,,,,,,,,,,,8.0,6.0,2.0,3.0,6.0,3.0,,,,,,,,,,,,,2.0,3.0,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.43,2.0,4.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,0.0,,,,,,,,,,,,,0.49,0.51,6.0,2.0,1.0,0.0,5.0,2.0,,,0.0,2.0,2.0,2.0,,,,,,,,
GWcxkv3e,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,25/04/2026,11:00,Round 20,Binh Duong,Nam Dinh,1,1,[3],[67],1xBet,4.97,2.38,2.04,1xBet,5.21,3.96,1.6,1xBet,1.28,3.5,1xBet,2.41,1.57,1xBet,5.14,1.14,1xBet,1.02,12.3,1xBet,1.18,4.5,1xBet,1.6,2.25,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.68,2.11,1xBet,2.26,1.23,1.14,1xBet,15.0,1xBet,17.0,1xBet,8.5,1xBet,8.0,1xBet,29.0,1xBet,8.5,1xBet,17.0,1xBet,8.5,1xBet,13.0,1xBet,51.0,1xBet,12.0,1xBet,34.0,1xBet,12.0,1xBet,34.0,1xBet,21.0,,0.0,0.0,,0.0,0.0,1xBet,8.5,1.05,1xBet,7.46,1.07,,0.0,0.0,,0.0,0.0,1xBet,1.85,1.95,1xBet,1.54,2.38,1xBet,1.29,3.65,1xBet,1.21,4.44,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.46,0.54,,,,,,,,,,,5.0,8.0,1.0,1.0,4.0,7.0,,,,,,,,,,,,,3.0,10.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.52,2.0,2.0,1.0,0.0,1.0,2.0,,,2.0,5.0,1.0,2.0,,,,,,,,,,,,,0.44,0.56,3.0,6.0,0.0,1.0,3.0,5.0,,,1.0,5.0,1.0,1.0,,,,,,,,
lzgWALPE,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,25/04/2026,11:00,Round 20,Thanh Hoa,PVF-CAND,1,0,[62],[],1xBet,2.89,2.01,3.76,1xBet,2.26,3.14,3.25,1xBet,1.45,2.63,1xBet,3.13,1.34,1xBet,7.82,1.06,1xBet,1.06,8.0,1xBet,1.36,3.0,1xBet,2.22,1.62,1xBet,3.98,1.22,1xBet,7.36,1.07,1xBet,1.93,1.82,1xBet,1.32,1.34,1.61,1xBet,8.0,1xBet,6.5,1xBet,8.5,1xBet,6.0,1xBet,9.5,1xBet,15.0,1xBet,9.5,1xBet,12.0,1xBet,15.0,1xBet,19.0,1xBet,34.0,1xBet,19.0,1xBet,26.0,1xBet,29.0,1xBet,41.0,1xBet,9.7,1.01,1xBet,9.86,1.03,1xBet,4.19,1.23,1xBet,3.27,1.34,,0.0,0.0,,0.0,0.0,1xBet,1.11,6.46,1xBet,1.08,7.81,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.56,0.44,,,,,,,,,,,6.0,6.0,4.0,3.0,2.0,3.0,,,,,,,,,,,,,3.0,6.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.47,3.0,4.0,2.0,2.0,1.0,2.0,,,3.0,3.0,1.0,2.0,,,,,,,,,,,,,0.59,0.41,3.0,2.0,2.0,1.0,1.0,1.0,,,0.0,3.0,0.0,2.0,,,,,,,,
Od1pmIX7,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,24/04/2026,11:00,Round 20,Phu Dong Ninh Binh,Hanoi FC,2,3,"[48, 62]","[4, 46, 58]",1xBet,3.24,2.29,2.74,1xBet,2.98,3.65,2.17,1xBet,1.3,3.34,1xBet,2.53,1.49,1xBet,5.41,1.13,1xBet,1.02,12.3,1xBet,1.19,4.33,1xBet,1.63,2.2,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.54,2.38,1xBet,1.65,1.26,1.37,1xBet,15.0,1xBet,12.0,1xBet,10.0,1xBet,7.0,1xBet,17.0,1xBet,12.0,1xBet,11.0,1xBet,9.0,1xBet,12.0,1xBet,29.0,1xBet,21.0,1xBet,21.0,1xBet,15.0,1xBet,23.0,1xBet,21.0,,0.0,0.0,1xBet,10.0,1.01,1xBet,5.69,1.14,1xBet,4.72,1.19,,0.0,0.0,,0.0,0.0,1xBet,1.38,3.06,1xBet,1.27,3.8,1xBet,1.09,7.58,1xBet,1.02,8.1,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.53,0.47,,,,,,,,,,,11.0,10.0,8.0,3.0,3.0,7.0,,,,,,,,,,,,,10.0,4.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.47,4.0,4.0,2.0,2.0,2.0,2.0,,,6.0,3.0,,,,,,,,,,,,,,,0.53,0.47,7.0,6.0,6.0,1.0,1.0,5.0,,,4.0,1.0,2.0,1.0,,,,,,,,
