Match_ID,Country,Season,Div,League,Date,Time,Round,Home,Away,Home_Score,Away_Score,Min_Goals_Home,Min_Goals_Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2,Bookie_CS_0_0,CS_0_0,Bookie_CS_1_0,CS_1_0,Bookie_CS_0_1,CS_0_1,Bookie_CS_1_1,CS_1_1,Bookie_CS_2_0,CS_2_0,Bookie_CS_0_2,CS_0_2,Bookie_CS_2_1,CS_2_1,Bookie_CS_1_2,CS_1_2,Bookie_CS_2_2,CS_2_2,Bookie_CS_3_0,CS_3_0,Bookie_CS_0_3,CS_0_3,Bookie_CS_3_1,CS_3_1,Bookie_CS_1_3,CS_1_3,Bookie_CS_3_2,CS_3_2,Bookie_CS_2_3,CS_2_3,Bookie_AH_neg_2_5,AH_Home_neg_2_5,AH_Away_neg_2_5,Bookie_AH_neg_2,AH_Home_neg_2,AH_Away_neg_2,Bookie_AH_neg_1_5,AH_Home_neg_1_5,AH_Away_neg_1_5,Bookie_AH_neg_1,AH_Home_neg_1,AH_Away_neg_1,Bookie_AH_neg_0_5,AH_Home_neg_0_5,AH_Away_neg_0_5,Bookie_AH_pos_0_5,AH_Home_pos_0_5,AH_Away_pos_0_5,Bookie_AH_pos_1,AH_Home_pos_1,AH_Away_pos_1,Bookie_AH_pos_1_5,AH_Home_pos_1_5,AH_Away_pos_1_5,Bookie_AH_pos_2,AH_Home_pos_2,AH_Away_pos_2,Bookie_AH_pos_2_5,AH_Home_pos_2_5,AH_Away_pos_2_5,Bookie_EH_neg_3,EH_Home_neg_3,EH_Draw_neg_3,EH_Away_neg_3,Bookie_EH_neg_2,EH_Home_neg_2,EH_Draw_neg_2,EH_Away_neg_2,Bookie_EH_neg_1,EH_Home_neg_1,EH_Draw_neg_1,EH_Away_neg_1,Bookie_EH_1,EH_Home_1,EH_Draw_1,EH_Away_1,Bookie_EH_2,EH_Home_2,EH_Draw_2,EH_Away_2,Bookie_EH_3,EH_Home_3,EH_Draw_3,EH_Away_3,xG_Home_FT,xG_Away_FT,xGOT_Home_FT,xGOT_Away_FT,xA_Home_FT,xA_Away_FT,xGOT_Faced_Home_FT,xGOT_Faced_Away_FT,Goals_Prevented_Home_FT,Goals_Prevented_Away_FT,Possession_Home_FT,Possession_Away_FT,Passes_Pct_Home_FT,Passes_Pct_Away_FT,Long_Passes_Pct_Home_FT,Long_Passes_Pct_Away_FT,Passes_Final_Third_Pct_Home_FT,Passes_Final_Third_Pct_Away_FT,Through_Passes_Home_FT,Through_Passes_Away_FT,Crosses_Pct_Home_FT,Crosses_Pct_Away_FT,Total_Shots_Home_FT,Total_Shots_Away_FT,Shots_On_Target_Home_FT,Shots_On_Target_Away_FT,Shots_Off_Target_Home_FT,Shots_Off_Target_Away_FT,Blocked_Shots_Home_FT,Blocked_Shots_Away_FT,Shots_Inside_Box_Home_FT,Shots_Inside_Box_Away_FT,Shots_Outside_Box_Home_FT,Shots_Outside_Box_Away_FT,Big_Chances_Home_FT,Big_Chances_Away_FT,Hit_Woodwork_Home_FT,Hit_Woodwork_Away_FT,Touches_Box_Home_FT,Touches_Box_Away_FT,Corners_Home_FT,Corners_Away_FT,Free_Kicks_Home_FT,Free_Kicks_Away_FT,Throw_Ins_Home_FT,Throw_Ins_Away_FT,Fouls_Home_FT,Fouls_Away_FT,Yellow_Cards_Home_FT,Yellow_Cards_Away_FT,Red_Cards_Home_FT,Red_Cards_Away_FT,Offsides_Home_FT,Offsides_Away_FT,Goalkeeper_Saves_Home_FT,Goalkeeper_Saves_Away_FT,Tackles_Pct_Home_FT,Tackles_Pct_Away_FT,Duels_Won_Home_FT,Duels_Won_Away_FT,Clearances_Home_FT,Clearances_Away_FT,Interceptions_Home_FT,Interceptions_Away_FT,Errors_Shot_Home_FT,Errors_Shot_Away_FT,Errors_Goal_Home_FT,Errors_Goal_Away_FT,xG_Home_HT,xG_Away_HT,xGOT_Home_HT,xGOT_Away_HT,xA_Home_HT,xA_Away_HT,Possession_Home_HT,Possession_Away_HT,Total_Shots_Home_HT,Total_Shots_Away_HT,Shots_On_Target_Home_HT,Shots_On_Target_Away_HT,Shots_Off_Target_Home_HT,Shots_Off_Target_Away_HT,Big_Chances_Home_HT,Big_Chances_Away_HT,Corners_Home_HT,Corners_Away_HT,Yellow_Cards_Home_HT,Yellow_Cards_Away_HT,Fouls_Home_HT,Fouls_Away_HT,Offsides_Home_HT,Offsides_Away_HT,Goalkeeper_Saves_Home_HT,Goalkeeper_Saves_Away_HT,xG_Home_2T,xG_Away_2T,xGOT_Home_2T,xGOT_Away_2T,xA_Home_2T,xA_Away_2T,Possession_Home_2T,Possession_Away_2T,Total_Shots_Home_2T,Total_Shots_Away_2T,Shots_On_Target_Home_2T,Shots_On_Target_Away_2T,Shots_Off_Target_Home_2T,Shots_Off_Target_Away_2T,Big_Chances_Home_2T,Big_Chances_Away_2T,Corners_Home_2T,Corners_Away_2T,Yellow_Cards_Home_2T,Yellow_Cards_Away_2T,Red_Cards_Home_2T,Red_Cards_Away_2T,Fouls_Home_2T,Fouls_Away_2T,Offsides_Home_2T,Offsides_Away_2T,Goalkeeper_Saves_Home_2T,Goalkeeper_Saves_Away_2T
rZFzhMyQ,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,31/05/2026,11:00,Round 25,Ho Chi Minh,Viettel,1,1,[86],[35],1xBet,3.42,2.11,2.9,1xBet,3.06,3.26,2.3,1xBet,1.42,2.75,1xBet,2.82,1.4,1xBet,6.23,1.1,1xBet,1.03,10.0,1xBet,1.28,3.5,1xBet,1.97,1.83,1xBet,3.13,1.34,1xBet,5.9,1.11,1xBet,1.74,2.02,1xBet,1.58,1.32,1.35,1xBet,10.0,1xBet,10.0,1xBet,8.5,1xBet,6.0,1xBet,15.0,1xBet,11.0,1xBet,11.0,1xBet,9.5,1xBet,13.0,1xBet,29.0,1xBet,21.0,1xBet,23.0,1xBet,17.0,1xBet,29.0,1xBet,26.0,,0.0,0.0,1xBet,10.0,1.01,1xBet,6.1,1.13,1xBet,5.0,1.18,,0.0,0.0,,0.0,0.0,1xBet,1.31,3.45,1xBet,1.22,4.32,1xBet,1.02,8.9,1xBet,1.01,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.56,0.44,,,,,,,,,,,8.0,8.0,1.0,3.0,7.0,5.0,,,,,,,,,,,,,7.0,6.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.48,3.0,3.0,0.0,3.0,3.0,0.0,,,3.0,5.0,0.0,1.0,,,,,,,,,,,,,0.6,0.4,5.0,5.0,1.0,0.0,4.0,5.0,,,4.0,1.0,1.0,2.0,,,,,,,,
zkMYX0pf,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,31/05/2026,11:00,Round 25,Hong Linh Ha Tinh,Da Nang,0,0,[],[],1xBet,3.76,2.01,2.89,1xBet,3.33,3.12,2.23,1xBet,1.5,2.5,1xBet,3.33,1.3,1xBet,7.82,1.06,1xBet,1.07,7.5,1xBet,1.42,2.75,1xBet,2.22,1.62,1xBet,3.98,1.22,1xBet,7.36,1.07,1xBet,1.93,1.82,1xBet,1.62,1.34,1.31,1xBet,7.5,1xBet,8.5,1xBet,6.5,1xBet,6.0,1xBet,15.0,1xBet,9.5,1xBet,12.0,1xBet,9.5,1xBet,15.0,1xBet,34.0,1xBet,19.0,1xBet,29.0,1xBet,19.0,1xBet,41.0,1xBet,34.0,,0.0,0.0,,0.0,0.0,1xBet,7.1,1.04,1xBet,7.12,1.1,,0.0,0.0,,0.0,0.0,1xBet,1.36,3.15,1xBet,1.24,4.05,1xBet,1.03,8.4,1xBet,1.01,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rFPtWvF6,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,31/05/2026,11:00,Round 25,Nam Dinh,Song Lam Nghe An,3,0,"[14, 23, 69]",[],1xBet,1.84,2.5,6.01,1xBet,1.48,4.27,6.25,1xBet,1.28,3.5,1xBet,2.31,1.62,1xBet,4.7,1.17,1xBet,1.01,13.7,1xBet,1.18,4.5,1xBet,1.54,2.38,1xBet,2.4,1.54,1xBet,3.98,1.22,1xBet,1.74,2.02,1xBet,1.1,1.2,2.55,1xBet,15.0,1xBet,8.5,1xBet,19.0,1xBet,8.5,1xBet,7.5,1xBet,34.0,1xBet,8.5,1xBet,19.0,1xBet,15.0,1xBet,10.0,1xBet,67.0,1xBet,11.0,1xBet,41.0,1xBet,21.0,1xBet,41.0,1xBet,3.57,1.3,1xBet,2.9,1.42,1xBet,2.11,1.73,1xBet,1.67,2.13,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.48,0.52,,,,,,,,,,,12.0,3.0,9.0,0.0,3.0,3.0,,,,,,,,,,,,,4.0,4.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.55,7.0,2.0,6.0,0.0,1.0,2.0,,,2.0,0.0,1.0,1.0,,,,,,,,,,,,,0.51,0.49,5.0,1.0,3.0,0.0,2.0,1.0,,,2.0,4.0,0.0,1.0,,,,,,,,
Cl66n0am,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,31/05/2026,11:00,Round 25,PVF-CAND,Hai Phong,3,1,"[3, 63, 76]",[89],1xBet,1.66,2.6,7.99,1xBet,1.28,5.45,9.82,1xBet,1.28,3.5,1xBet,2.41,1.57,1xBet,5.14,1.14,,0.0,0.0,1xBet,1.19,4.33,1xBet,1.6,2.25,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,2.11,1.68,1xBet,1.04,1.14,3.52,1xBet,15.0,1xBet,7.5,1xBet,21.0,1xBet,10.0,1xBet,6.0,1xBet,41.0,1xBet,9.0,1xBet,23.0,1xBet,21.0,1xBet,7.5,1xBet,101.0,1xBet,11.0,1xBet,51.0,1xBet,29.0,1xBet,51.0,1xBet,2.94,1.41,1xBet,2.32,1.57,1xBet,1.81,2.01,1xBet,1.42,2.76,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.34,0.66,,,,,,,,,,,10.0,15.0,4.0,5.0,6.0,10.0,,,,,,,,,,,,,4.0,5.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.66,5.0,8.0,2.0,3.0,3.0,5.0,,,2.0,2.0,,,,,,,,,,,,,,,0.34,0.66,5.0,7.0,2.0,2.0,3.0,5.0,,,2.0,3.0,2.0,0.0,,,,,,,,
GSNlUIqJ,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,31/05/2026,11:00,Round 25,Thanh Hoa,Phu Dong Ninh Binh,0,2,[],"[34, 70]",1xBet,4.45,2.35,2.18,1xBet,4.52,3.75,1.72,1xBet,1.29,3.4,1xBet,2.4,1.54,1xBet,5.14,1.14,1xBet,1.03,11.3,1xBet,1.19,4.33,1xBet,1.63,2.2,1xBet,2.48,1.5,1xBet,4.23,1.2,1xBet,1.68,2.11,1xBet,2.06,1.25,1.18,1xBet,15.0,1xBet,15.0,1xBet,8.5,1xBet,7.5,1xBet,23.0,1xBet,9.0,1xBet,15.0,1xBet,8.5,1xBet,13.0,1xBet,41.0,1xBet,13.0,1xBet,29.0,1xBet,12.0,1xBet,34.0,1xBet,21.0,,0.0,0.0,,0.0,0.0,1xBet,8.5,1.05,1xBet,7.39,1.07,,0.0,0.0,,0.0,0.0,1xBet,1.67,2.21,1xBet,1.46,2.73,1xBet,1.2,4.58,1xBet,1.15,5.49,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.41,0.59,,,,,,,,,,,8.0,11.0,3.0,9.0,5.0,2.0,,,,,,,,,,,,,1.0,9.0,,,,,,,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.35,0.65,5.0,7.0,2.0,7.0,3.0,0.0,,,0.0,5.0,1.0,1.0,,,,,,,,,,,,,0.47,0.53,3.0,4.0,1.0,2.0,2.0,2.0,,,1.0,4.0,0.0,1.0,1.0,0.0,,,,,,
4Ug8URw2,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,24/05/2026,12:15,Round 24,Hanoi FC,Nam Dinh,2,1,"[9, 74]",[48],1xBet,2.41,2.38,3.61,1xBet,1.97,3.62,3.52,1xBet,1.29,3.61,1xBet,2.31,1.62,1xBet,5.01,1.17,1xBet,1.01,13.7,1xBet,1.17,5.02,1xBet,1.57,2.41,1xBet,2.31,1.57,1xBet,3.94,1.25,1xBet,1.46,2.45,1xBet,1.28,1.26,1.79,1xBet,17.0,1xBet,10.0,1xBet,15.0,1xBet,7.0,1xBet,11.0,1xBet,21.0,1xBet,9.0,1xBet,13.0,1xBet,11.0,1xBet,17.0,1xBet,41.0,1xBet,13.0,1xBet,23.0,1xBet,19.0,1xBet,26.0,1xBet,6.89,1.1,1xBet,5.91,1.13,1xBet,3.27,1.34,1xBet,2.62,1.49,,0.0,0.0,,0.0,0.0,1xBet,1.14,5.71,1xBet,1.1,6.76,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.51,0.49,,,,,,,,,,,15.0,8.0,5.0,5.0,10.0,3.0,,,,,,,,,,,,,5.0,2.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,7.0,6.0,3.0,4.0,4.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,0.52,0.48,8.0,2.0,2.0,1.0,6.0,1.0,,,4.0,1.0,1.0,0.0,,,,,,,,
d4j0Wm9k,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,24/05/2026,11:00,Round 24,Binh Duong,Song Lam Nghe An,0,1,[],[51],1xBet,2.66,2.33,3.29,1xBet,2.25,3.4,3.03,1xBet,1.28,3.5,1xBet,2.41,1.57,1xBet,5.14,1.14,1xBet,1.02,12.3,1xBet,1.18,4.5,1xBet,1.6,2.25,1xBet,2.4,1.54,1xBet,4.23,1.2,1xBet,1.5,2.5,1xBet,1.36,1.3,1.61,1xBet,15.0,1xBet,11.0,1xBet,13.0,1xBet,6.5,1xBet,12.0,1xBet,17.0,1xBet,9.0,1xBet,11.0,1xBet,11.0,1xBet,21.0,1xBet,29.0,1xBet,15.0,1xBet,21.0,1xBet,21.0,1xBet,23.0,1xBet,8.0,1.02,1xBet,7.54,1.09,1xBet,3.8,1.27,1xBet,3.06,1.38,,0.0,0.0,,0.0,0.0,1xBet,1.18,4.83,1xBet,1.14,5.81,1xBet,1.01,10.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.56,0.44,,,,,,,,,,,10.0,6.0,1.0,3.0,9.0,3.0,,,,,,,,,,,,,5.0,5.0,,,,,,,3.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.61,0.39,8.0,2.0,1.0,1.0,7.0,1.0,,,4.0,4.0,0.0,2.0,,,,,,,,,,,,,0.51,0.49,2.0,4.0,0.0,2.0,2.0,2.0,,,1.0,1.0,3.0,2.0,1.0,0.0,,,,,,
0Y4UyAoS,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,24/05/2026,11:00,Round 24,Hong Linh Ha Tinh,Cong An Ha Noi,1,1,[97],[92],1xBet,3.72,2.18,2.61,1xBet,3.34,3.44,2.09,1xBet,1.03,12.0,1xBet,1.31,3.46,1xBet,1.97,1.83,1xBet,1.03,12.0,1xBet,1.31,3.46,1xBet,1.97,1.83,1xBet,3.16,1.36,1xBet,6.35,1.12,1xBet,1.71,1.97,1xBet,1.7,1.29,1.3,1xBet,12.0,1xBet,11.0,1xBet,8.0,1xBet,6.5,1xBet,17.0,1xBet,10.0,1xBet,12.0,1xBet,9.0,1xBet,13.0,1xBet,34.0,1xBet,17.0,1xBet,23.0,1xBet,15.0,1xBet,29.0,1xBet,23.0,,0.0,0.0,,0.0,0.0,1xBet,7.38,1.09,1xBet,6.15,1.13,,0.0,0.0,,0.0,0.0,1xBet,1.4,2.98,1xBet,1.27,3.78,1xBet,1.08,7.84,1xBet,1.06,8.22,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.32,0.68,,,,,,,,,,,7.0,10.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,2.0,4.0,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.68,2.0,2.0,1.0,1.0,1.0,1.0,,,0.0,4.0,2.0,1.0,,,,,,,,,,,,,0.32,0.68,5.0,8.0,3.0,3.0,2.0,5.0,,,2.0,0.0,1.0,1.0,,,,,,,,
fy2MwWGF,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,23/05/2026,11:00,Round 24,Da Nang,Hai Phong,2,0,"[34, 81]",[],1xBet,2.4,2.25,4.0,1xBet,1.93,3.39,3.91,1xBet,1.02,14.8,1xBet,1.25,3.99,1xBet,1.81,2.0,1xBet,1.02,14.8,1xBet,1.25,3.99,1xBet,1.81,2.0,1xBet,2.75,1.45,1xBet,5.16,1.17,1xBet,1.63,2.1,1xBet,1.23,1.3,1.83,1xBet,14.8,1xBet,8.5,1xBet,13.0,1xBet,6.5,1xBet,9.5,1xBet,21.0,1xBet,8.5,1xBet,13.0,1xBet,12.0,1xBet,15.0,1xBet,41.0,1xBet,13.0,1xBet,29.0,1xBet,21.0,1xBet,34.0,1xBet,6.97,1.1,1xBet,5.93,1.13,1xBet,3.21,1.35,1xBet,2.53,1.52,,0.0,0.0,,0.0,0.0,1xBet,1.1,7.07,1xBet,1.07,8.32,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.42,0.58,,,,,,,,,,,12.0,7.0,4.0,5.0,8.0,2.0,,,,,,,,,,,,,2.0,7.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.58,8.0,4.0,3.0,3.0,5.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,0.42,0.58,4.0,3.0,1.0,2.0,3.0,1.0,,,1.0,4.0,1.0,1.0,,,,,,,,
fHBSHlfd,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,23/05/2026,11:00,Round 24,Phu Dong Ninh Binh,Ho Chi Minh,1,1,[41],[95],1xBet,2.18,2.28,4.7,1xBet,1.69,3.77,4.71,1xBet,1.29,3.4,1xBet,2.4,1.54,1xBet,5.54,1.13,1xBet,1.02,12.0,1xBet,1.19,4.33,1xBet,1.69,2.1,1xBet,2.65,1.45,1xBet,4.7,1.17,1xBet,1.68,2.11,1xBet,1.17,1.25,2.1,1xBet,12.0,1xBet,8.0,1xBet,15.0,1xBet,7.5,1xBet,8.5,1xBet,23.0,1xBet,8.5,1xBet,15.0,1xBet,13.0,1xBet,13.0,1xBet,41.0,1xBet,12.0,1xBet,34.0,1xBet,21.0,1xBet,34.0,1xBet,5.49,1.15,1xBet,4.58,1.2,1xBet,2.73,1.46,1xBet,2.11,1.73,,0.0,0.0,,0.0,0.0,1xBet,1.06,7.61,1xBet,1.04,9.38,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.54,0.46,,,,,,,,,,,12.0,12.0,5.0,6.0,7.0,6.0,,,,,,,,,,,,,7.0,6.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.37,9.0,6.0,4.0,4.0,5.0,2.0,,,5.0,1.0,,,,,,,,,,,,,,,0.45,0.55,3.0,6.0,1.0,2.0,2.0,4.0,,,2.0,5.0,1.0,3.0,,,,,,,,
nBbEuhn3,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,23/05/2026,11:00,Round 24,Thanh Hoa,Gia Lai,1,1,[42],[15],1xBet,2.79,1.98,4.05,1xBet,2.24,2.81,3.75,1xBet,1.07,8.58,1xBet,1.45,2.77,1xBet,2.31,1.57,1xBet,1.07,8.58,1xBet,1.45,2.77,1xBet,2.31,1.57,1xBet,4.2,1.23,1xBet,9.61,1.06,1xBet,1.97,1.71,1xBet,1.25,1.41,1.62,1xBet,8.58,1xBet,6.5,1xBet,9.5,1xBet,5.5,1xBet,9.5,1xBet,17.0,1xBet,9.5,1xBet,13.0,1xBet,13.0,1xBet,19.0,1xBet,34.0,1xBet,19.0,1xBet,29.0,1xBet,34.0,1xBet,41.0,1xBet,9.0,1.02,1xBet,9.09,1.04,1xBet,4.21,1.23,1xBet,3.28,1.34,,0.0,0.0,,0.0,0.0,1xBet,1.1,6.74,1xBet,1.08,8.15,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.62,0.38,,,,,,,,,,,7.0,8.0,3.0,6.0,4.0,2.0,,,,,,,,,,,,,4.0,5.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.41,4.0,5.0,2.0,4.0,2.0,1.0,,,2.0,4.0,0.0,1.0,,,,,,,,,,,,,0.65,0.35,3.0,3.0,1.0,2.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,
ni8KJAPq,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,22/05/2026,12:15,Round 24,Viettel,PVF-CAND,1,1,[77],[25],1xBet,2.0,2.2,6.48,1xBet,1.5,3.94,6.74,1xBet,1.42,2.75,1xBet,2.82,1.43,1xBet,7.71,1.09,1xBet,1.04,11.4,1xBet,1.33,3.33,1xBet,2.01,1.8,1xBet,3.3,1.34,1xBet,6.77,1.1,1xBet,2.09,1.63,1xBet,1.09,1.23,2.5,1xBet,11.4,1xBet,6.0,1xBet,15.0,1xBet,7.5,1xBet,6.0,1xBet,29.0,1xBet,8.5,1xBet,19.0,1xBet,19.0,1xBet,9.0,1xBet,67.0,1xBet,13.0,1xBet,51.0,1xBet,29.0,1xBet,51.0,1xBet,4.53,1.2,1xBet,3.67,1.28,1xBet,2.34,1.6,1xBet,1.81,2.01,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.65,0.35,,,,,,,,,,,17.0,6.0,9.0,3.0,8.0,3.0,,,,,,,,,,,,,6.0,0.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.43,5.0,3.0,2.0,2.0,3.0,1.0,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.73,0.27,12.0,3.0,7.0,1.0,5.0,2.0,,,6.0,0.0,2.0,2.0,,,,,,,,
xIMlPW1M,VIETNA,2025,Liga V 2025 2026,VIETNA Liga V 2025 2026,17/05/2026,12:15,Round 23,Cong An Ha Noi,Thanh Hoa,2,0,"[89, 97]",[],1xBet,1.52,2.85,9.9,1xBet,1.2,6.17,13.5,1xBet,1.22,4.0,1xBet,2.11,1.73,1xBet,4.23,1.2,1xBet,1.01,18.5,1xBet,1.13,5.5,1xBet,1.42,2.75,1xBet,2.11,1.73,1xBet,3.33,1.3,1xBet,2.02,1.74,1xBet,1.01,1.11,4.25,1xBet,21.0,1xBet,9.0,1xBet,34.0,1xBet,11.0,1xBet,7.0,1xBet,51.0,1xBet,10.0,1xBet,34.0,1xBet,21.0,1xBet,7.0,1xBet,500.0,1xBet,11.0,1xBet,81.0,1xBet,26.0,1xBet,67.0,1xBet,2.32,1.57,1xBet,1.9,1.9,1xBet,1.57,2.32,1xBet,1.29,3.6,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0,0,,,,,,,,,,,0.65,0.35,,,,,,,,,,,14.0,5.0,7.0,1.0,7.0,4.0,,,,,,,,,,,,,3.0,1.0,,,,,,,4.0,6.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.61,0.39,2.0,1.0,1.0,1.0,1.0,0.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,0.69,0.31,12.0,4.0,6.0,0.0,6.0,4.0,,,0.0,0.0,3.0,5.0,0.0,1.0,,,,,,
