Match_ID,Date,Time,League,Round,Home,Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2
jNgGbLpC,17/08/2026,18:30,MALTA 1,First stage,Hamrun,Mosta,BetMGM.us,1.62,2.65,8.0,BetMGM.us,1.22,5.5,9.75,BetMGM.us,1.28,3.3,BetMGM.us,2.4,1.5,,0,0,,0,0,BetMGM.us,1.19,4.2,BetMGM.us,1.61,2.15,BetMGM.us,2.55,1.46,,0,0,BetMGM.us,2.25,1.57,BetMGM.us,1.05,1.12,3.9
